,key_0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,track_id,track_name,country_x,country_y,c1,c2,c3,c4,c5,c6,Country,Alpha-2,Alpha-3,Continent,Anthem,country_lower,god
162,samoa,0.547,0.276,8.0,-16.284,1.0,0.0454,0.891,0.951,0.0565,0.575,88.883,audio_features,7qI219Hy9eTpmYXISOKTBx,spotify:track:7qI219Hy9eTpmYXISOKTBx,https://api.spotify.com/v1/tracks/7qI219Hy9eTpmYXISOKTBx,https://api.spotify.com/v1/audio-analysis/7qI219Hy9eTpmYXISOKTBx,75867.0,4.0,,7qI219Hy9eTpmYXISOKTBx,"Samoa: Samoa [O Ie Fu’a o Ie Sa'olotoga o Samoa (The Banner of Freedom), ""Samoa, arise and raise your banner…""] (short)",Samoa,samoa,#CE1126,#002B7F,#FBFCFD,#2F5297,#6D86B6,#BAC6DC,Samoa,WS,WSM,Oceania,"Samoa, arise and raise your flag, your crown! Samoa, arise and raise your flag, your crown! Look at those stars that are waving on it: This is the symbol of Jesus, who died on it for Samoa. Oh, Samoa, hold fast your power forever. Do not be afraid; God is our foundation, our freedom. Samoa, arise: your flag is waving, your crown!",samoa,present
168,serbia,0.197,0.172,5.0,-15.166,1.0,0.0379,0.917,0.848,0.0954,0.188,143.368,audio_features,5Jnqq3aJovPtXO3BplykGf,spotify:track:5Jnqq3aJovPtXO3BplykGf,https://api.spotify.com/v1/tracks/5Jnqq3aJovPtXO3BplykGf,https://api.spotify.com/v1/audio-analysis/5Jnqq3aJovPtXO3BplykGf,79893.0,4.0,,5Jnqq3aJovPtXO3BplykGf,"Serbia: Serbia [Boze pravde (God of Justice), ""God of Justice; Thou who saved us when in deepest bondage cast…""] (2005 arrangement)",Serbia,serbia,#C6363C,#0C4076,#CF9E2E,#B06232,#CFA6A5,#5C7FA3,Serbia,RS,SRB,Europe,"od of Justice; Thou who saved us when in deepest bondage cast, Hear Thy Serbian children's voices, Be our help as in the past. With Thy mighty hand sustain us, Still our rugged pathway trace; God, our hope; protect and cherish, Serbian lands and Serbian race! Bind in closest links our kindred Teach the love that will not fail, May the loathed fiend of discord Never in our ranks prevail. Let the golden fruits of union Our young tree of freedom grace; God, our Master! Guide and prosper, Serbian lands and Serbian race! Lord! Avert from us Thy vengeance, Thunder of Thy dreaded ire; Bless each Serbian town and hamlet, Mountain, meadow, heart and spire! When our host goes forth to battle Death or victory to embrace God of armies! Be our leader, Strengthen then the Serbian race! On our sepulchre of ages Breaks the resurrection morn, From the slough of direst slavery Serbia anew is born. Through five hundred years of durance We have knelt before Thy face, All our kin, O God! Deliver, Thus entreats the Serbian race!",serbia,present
180,sudan,0.376,0.201,3.0,-15.073,1.0,0.0379,0.628,0.868,0.0534,0.5,91.626,audio_features,6t9Jvyu0V236IPkuJflq8V,spotify:track:6t9Jvyu0V236IPkuJflq8V,https://api.spotify.com/v1/tracks/6t9Jvyu0V236IPkuJflq8V,https://api.spotify.com/v1/audio-analysis/6t9Jvyu0V236IPkuJflq8V,55253.0,4.0,,6t9Jvyu0V236IPkuJflq8V,"Sudan: Sudan [Nahnu Djundulla Djundulwatan (We Are the Army of God and of Our Land), ""We are the army of God and of our land…""] (2005 arrangement)",Sudan,sudan,#000000,#D21034,#FFFFFF,#007229,#2A894C,#7E382F,Sudan,SD,SDN,Africa,"We are the soldiers of God,  the soldiers of our homeland, We never fail when called for sacrifice. Death, we defy at adversity. Glory, we buy with the highest price. This land is ours. May, our Sudan, live long, an edifice among the nations, O Sons of the Sudan, this is your symbol, which shoulders your burden and shields your land. ",sudan,present
191,togo,0.476,0.371,0.0,-13.036,1.0,0.0592,0.801,0.799,0.0842,0.371,96.256,audio_features,6SuBuQc3NMVuhDDhpjcxF1,spotify:track:6SuBuQc3NMVuhDDhpjcxF1,https://api.spotify.com/v1/tracks/6SuBuQc3NMVuhDDhpjcxF1,https://api.spotify.com/v1/audio-analysis/6SuBuQc3NMVuhDDhpjcxF1,61547.0,4.0,,6SuBuQc3NMVuhDDhpjcxF1,"Togo: Togo [Salut a toi, pays de nos aieux (Hail to Thee, Land of Our Forefathers), ""Hail to thee, land of our forefathers…""]",Togo,togo,#006A4E,#FFCE00,#D21034,#FFFDFD,#F2BAC4,#E2647B,Togo,TG,TGO,Africa,"Hail to thee, land of our forefathers' Thou who made them strong, Peaceful and happy, Cultivated virtue and bravery For prosperity. Even if tyrants shall come, Thy heart yearns towards freedom. Togo arise! Let us struggle without faltering. Victory or death, but dignity. God almighty, Thou alone, Hast made Togo prosper. People of Togo arise! Let us build the nation. To serve thee in unity Is the most burning desire of our hearts. Let us shout aloud our motto That nothing can tarnish. We the only builders of thy happiness and of thy future, Everywhere let us break chains and treachery, And we swear to thee for ever faith, Love, service, untiring zeal, To make thee yet, beloved Togo, A golden example for humanity. Hail, hail to the entire Universe Let us unite our efforts on this immense building site Whence will be reborn anew Great Humanity. Everywhere, instead of misery, let us bring happiness. Let us chase from the world unruly hatred. It's over with slavery and Captivity. At the star of liberty, Let us renew the solidarity Of the Nations in fraternity. ",togo,present
192,tonga,0.296,0.0821,7.0,-17.371,1.0,0.0447,0.943,0.946,0.311,0.246,116.386,audio_features,7zHkgqqxhkoOdAK2ypIOvr,spotify:track:7zHkgqqxhkoOdAK2ypIOvr,https://api.spotify.com/v1/tracks/7zHkgqqxhkoOdAK2ypIOvr,https://api.spotify.com/v1/audio-analysis/7zHkgqqxhkoOdAK2ypIOvr,75840.0,4.0,,7zHkgqqxhkoOdAK2ypIOvr,"Tonga: Tonga [Ko e fasi 'o e 'Otu Tonga (Song of the King of the Tonga Islands), ""Oh, Almighty God above""]",Tonga,tonga,#C10000,#FFFFFF,#D65555,#EFBFBF,#E49090,,Tonga,TO,TON,Oceania,"Oh almighty God above Thou art our lord and sure defense As your people, we trust thee And our Tonga thou dost love Hear our prayer for thou unseen We know that thou hath blessed our land Grant our earnest supplication God save our king.",tonga,present
193,trinidad and tobago,0.651,0.186,5.0,-15.073,1.0,0.049,0.761,0.984,0.173,0.697,102.095,audio_features,0TJqTd2yNyAPZRY1c06XSd,spotify:track:0TJqTd2yNyAPZRY1c06XSd,https://api.spotify.com/v1/tracks/0TJqTd2yNyAPZRY1c06XSd,https://api.spotify.com/v1/audio-analysis/0TJqTd2yNyAPZRY1c06XSd,75200.0,4.0,,0TJqTd2yNyAPZRY1c06XSd,"Trinidad and Tobago: ""Forged from the love of liberty…"" (arr. P. Breiner)",Trinidad and Tobago,trinidad and tobago,#CE1126,#000000,#FEFDFE,#DF6371,#E78893,#EEADB4,Trinidad and Tobago,TT,TTO,North_America,"Forged from the love of liberty In the fires of hope and prayer With boundless faith in our destiny We solemnly declare: Side by side we stand Islands of the blue Caribbean sea, This our native land We pledge our lives to thee. Here every creed and race find an equal place, And may God bless our nation Here every creed and race find an equal place, And may God bless our nation.",trinidad and tobago,present
195,turkey,0.598,0.329,7.0,-13.4,0.0,0.0471,0.856,0.982,0.11,0.644,102.396,audio_features,6SDYjXO6WjO0GY3dkzzzvI,spotify:track:6SDYjXO6WjO0GY3dkzzzvI,https://api.spotify.com/v1/tracks/6SDYjXO6WjO0GY3dkzzzvI,https://api.spotify.com/v1/audio-analysis/6SDYjXO6WjO0GY3dkzzzvI,68707.0,4.0,,6SDYjXO6WjO0GY3dkzzzvI,"Turkey: İstiklâl Marşı (Independence March), ""Fear not and be not dismayed…"" [arr. P. Breiner]",Turkey,turkey,#E30A17,#FFFEFE,#F9CDD0,#EF7279,#EA4953,,Turkey,TR,TUR,Asia,"Fear not! For the crimson flag that proudly ripples in this glorious twilight, shall not fade, Before the last fiery hearth that is ablaze within my nation is extinguished. For That is the star of my nation, and it will forever shine; It is mine; and solely belongs to my valiant nation.Frown not, I beseech you, oh thou coy crescent, But smile upon my heroic race! Why the anger, why the rage? This blood of ours which we shed for you shall not be blessed otherwise; For Freedom is the absolute right of my God-worshiping nation.I have been free since the beginning and forever shall be so. What madman shall put me in chains! I defy the very idea! I'm like the roaring flood; powerful and independent, I'll tear apart mountains, exceed the heavens and still gush out! The lands of the West may be armored with walls of steel, But I have borders guarded by the mighty chest of a believer. Recognize your innate strength, my friend! And think: how can this fiery faith ever be killed, By that battered, single-fanged monster you call ""civilization""?My friend! Leave not my homeland to the hands of villainous men! Render your chest as armor and your body as trench! Stop this disgraceful rush! For soon shall come the joyous days of divine promise... Who knows? Perhaps tomorrow? Perhaps even sooner!View not the soil you tread on as mere earth - recognize it! And think about the shroudless thousands who lie so nobly beneath you. You're the noble son of a martyr, take shame, hurt not your ancestor! Unhand not, even when you're promised worlds, this paradise of a homeland.What man would not die for this heavenly piece of land? Martyrs would gush out should one simply squeeze the soil! Martyrs! May God take my life, all my loved ones and possessions from me if He will, But may He not deprive me of my one true homeland for the world. Oh glorious God, the sole wish of my pain-stricken heart is that, No heathen's hand should ever touch the bosom of my sacred Temples. These adhans, whose shahadahs are the foundations of my religion, May their noble sound last loud and wide over my eternal homeland.For only then, shall my fatigued tombstone, if there is one, prostrate a thousand times in ecstasy, And tears of fiery blood shall flow out of my every wound, And my lifeless body shall gush out from the earth like an eternal spirit, Perhaps only then, shall I peacefully ascend and at long last reach the heavens.So ripple and wave like the bright dawning sky, oh thou glorious crescent, So that our every last drop of blood may finally be blessed and worthy! Neither you nor my race shall ever be extinguished! For freedom is the absolute right of my ever-free flag; For independence is the absolute right of my God-worshiping nation!",turkey,present
198,uganda,0.257,0.0372,7.0,-18.739,1.0,0.0387,0.83,0.984,0.0743,0.697,85.467,audio_features,4j3HfMRPjPPwqu2tNqp4tF,spotify:track:4j3HfMRPjPPwqu2tNqp4tF,https://api.spotify.com/v1/tracks/4j3HfMRPjPPwqu2tNqp4tF,https://api.spotify.com/v1/audio-analysis/4j3HfMRPjPPwqu2tNqp4tF,33027.0,5.0,,4j3HfMRPjPPwqu2tNqp4tF,"Uganda: Pearl of Africa, ""Oh Uganda! may God upload thee…"" (short version) [arr. P. Breiner]",Uganda,uganda,#FCDC04,#000000,#D90000,#FEFDFD,#544901,#C4A636,Uganda,UG,UGA,Africa,"Oh Uganda! May God uphold Thee, We lay our future in thy hand, United, free, For liberty, Together we'll always stand. Oh Uganda! The land of Freedom, Our love and labor we give, And with neighbours' all, At our Country's call, In peace and friendship, we'll live. Oh Uganda! The land that Feeds us, By sun and fertile soil grown, For our own dear land, We'll always stand, The Pearl of Africa's Crown.",uganda,present
200,united arab emirates,0.622,0.337,5.0,-14.784,1.0,0.0536,0.783,0.981,0.277,0.586,112.102,audio_features,1DqkmIdD4u5oF5MdqpRN3W,spotify:track:1DqkmIdD4u5oF5MdqpRN3W,https://api.spotify.com/v1/tracks/1DqkmIdD4u5oF5MdqpRN3W,https://api.spotify.com/v1/audio-analysis/1DqkmIdD4u5oF5MdqpRN3W,60800.0,4.0,,1DqkmIdD4u5oF5MdqpRN3W,"United Arab Emirates: ""Live my country, the unity of our Emirates lives…"" (arr. P. Breiner)",United Arab Emirates,united arab emirates,#FF0000,#FFFFFF,#000000,#00732F,#929292,,United Arab Emirates,AE,ARE,Asia,"Live, my country, the unity of our Emirates. You have lived for a nation, Whose religion is Islam, and whose guide is the Qur'an. I made you stronger in the name of God, O homeland. My country, my country, my country, my country. May God protect you from the evil through all times.We have vowed to build and work. Work sincerely, work sincerely, As long as we live we'll be sincere, sincere.May safety last, and the flag rise, O Emirates. Symbol of Arabness. We all make sacrifices for you, we supply you with our blood. We sacrifice for you with our souls, O homeland.",united arab emirates,present
201,united states of america,0.247,0.112,8.0,-18.399,1.0,0.0336,0.945,0.926,0.128,0.116,71.446,audio_features,5a6FctJZtEx5oqVhFclVHd,spotify:track:5a6FctJZtEx5oqVhFclVHd,https://api.spotify.com/v1/tracks/5a6FctJZtEx5oqVhFclVHd,https://api.spotify.com/v1/audio-analysis/5a6FctJZtEx5oqVhFclVHd,179200.0,4.0,,5a6FctJZtEx5oqVhFclVHd,"United States of America: The Star-Spangled Banner, ""O say, can you see…"" (arr. P. Breiner)",United States of America,united states of america,,,,,,,United States of America,US,USA,North_America,"Oh, say can you see by the dawn's early light What so proudly we hailed at the twilight's last gleaming? Whose broad stripes and bright stars through the perilous fight, O'er the ramparts we watched were so gallantly streaming? And the rocket's red glare, the bombs bursting in air, Gave proof through the night that our flag was still there. Oh, say does that star-spangled banner yet wave O'er the land of the free and the home of the brave? On the shore, dimly seen through the mists of the deep, Where the foe's haughty host in dread silence reposes, What is that which the breeze, o'er the towering steep, As it fitfully blows, half conceals, half discloses? Now it catches the gleam of the morning's first beam, In full glory reflected now shines in the stream: 'Tis the star-spangled banner! Oh long may it wave O'er the land of the free and the home of the brave! And where is that band who so vauntingly swore That the havoc of war and the battle's confusion, A home and a country should leave us no more! Their blood has washed out their foul footsteps' pollution. No refuge could save the hireling and slave From the terror of flight, or the gloom of the grave: And the star-spangled banner in triumph doth wave O'er the land of the free and the home of the brave! Oh! thus be it ever, when freemen shall stand Between their loved home and the war's desolation! Blest with victory and peace, may the heav'n rescued land Praise the Power that hath made and preserved us a nation. Then conquer we must, when our cause it is just, And this be our motto: ""In God is our trust."" And the star-spangled banner in triumph shall wave Over the land of the free and the home of the brave!",united states of america,present
204,vanuatu,0.415,0.174,10.0,-18.476,1.0,0.0441,0.895,0.985,0.285,0.27,98.513,audio_features,4fz9spjQdzV8UtvXv3KQ1l,spotify:track:4fz9spjQdzV8UtvXv3KQ1l,https://api.spotify.com/v1/tracks/4fz9spjQdzV8UtvXv3KQ1l,https://api.spotify.com/v1/audio-analysis/4fz9spjQdzV8UtvXv3KQ1l,107840.0,4.0,,4fz9spjQdzV8UtvXv3KQ1l,"Vanuatu: ""God has given us this land…"" (arr. P. Breiner)",Vanuatu,vanuatu,#009543,#D21034,#010100,#FCCE12,#A6870B,#7A6308,Vanuatu,VU,VUT,Oceania,"We are, we are, we are happy to proclaim We are, we are, we are the people of Vanuatu God has given us this land, We are grateful for this, We are strong and we are free in this land, We are all brothers! Many customs of before we have, Many customs from today, But we are all one, Despite our many ways! We know there is plenty of work to be done, On all our many islands, God helps us in our work, He is Our Father!",vanuatu,present
206,venezuela,0.408,0.261,5.0,-14.442,1.0,0.0529,0.941,0.934,0.073,0.448,171.866,audio_features,7dKi7UMkV7lpraAshf7Zim,spotify:track:7dKi7UMkV7lpraAshf7Zim,https://api.spotify.com/v1/tracks/7dKi7UMkV7lpraAshf7Zim,https://api.spotify.com/v1/audio-analysis/7dKi7UMkV7lpraAshf7Zim,78853.0,4.0,,7dKi7UMkV7lpraAshf7Zim,"Venezuela: ""Glory to the brave nation which shook off the yoke…"" (Olympic version) [arr. P. Breiner]",Venezuela,venezuela,#FFCC00,#CF142B,#00247D,#555C53,#441F62,#2E4B94,Venezuela,VE,VEN,South_America,"Glory to the brave people which shook off the yoke, the Law respecting virtue and honour. Down with the chains! Cried out the Lord; and the poor man in his hovel for freedom implored. Upon this holy name trembled in fear the vile selfishness that had once triumphed. Glory to the brave people which shook off the yoke, the Law respecting virtue and honour. Let's cry out aloud:  Down with oppression!  Faithful countrymen, your strength lies in your unity; and from the heavens the supreme Creator breathed a sublime spirit into the nation. Glory to the brave people which shook off the yoke, the Law respecting virtue and honour. United by bonds made by heaven, all America exists as a Nation; and if tyranny raises its voice, follow the example given by Caracas.",venezuela,present
210,zambia,0.295,0.239,7.0,-14.958,1.0,0.0311,0.845,0.904,0.294,0.496,80.947,audio_features,22n9XZJAuh8px5XoUo7vn1,spotify:track:22n9XZJAuh8px5XoUo7vn1,https://api.spotify.com/v1/tracks/22n9XZJAuh8px5XoUo7vn1,https://api.spotify.com/v1/audio-analysis/22n9XZJAuh8px5XoUo7vn1,73227.0,4.0,,22n9XZJAuh8px5XoUo7vn1,"Zambia: ""Stand and sing of Zambia, proud and free…""",Zambia,zambia,#198A00,#EF7D00,#DE2010,#000000,#904F05,#4C6C02,Zambia,ZM,ZMB,Africa,"Stand and sing of Zambia, proud and free, Land of work and joy in unity, Victors in the struggle for the right, We have won freedom's fight. All one, strong and free. Africa is our own motherland, Fashion'd with and blessed by God's good hand, Let us all her people join as one, Brothers under the sun. All one, strong and free. One land and one nation is our cry, Dignity and peace 'neath Zambia's sky, Like our noble eagle in its flight, Zambia, praise to thee. All one, strong and free. Praise be to God. Praise be, praise be, praise be, Bless our great nation, Zambia, Zambia, Zambia. Free men we stand Under the flag of our land. Zambia, praise to thee! All one, strong and free.",zambia,present
211,zimbabwe,0.174,0.273,7.0,-15.238,1.0,0.037,0.748,0.969,0.126,0.276,152.852,audio_features,4V7hADnXZWrimlEidbh9S8,spotify:track:4V7hADnXZWrimlEidbh9S8,https://api.spotify.com/v1/tracks/4V7hADnXZWrimlEidbh9S8,https://api.spotify.com/v1/audio-analysis/4V7hADnXZWrimlEidbh9S8,59533.0,4.0,,4V7hADnXZWrimlEidbh9S8,"Zimbabwe: Kalibusiswe Ilizwe LeZimbabwe (Blessed be the Land of Zimbabwe), ""O lift high…"" [short version] [arr. P. Breiner]",Zimbabwe,zimbabwe,#319208,#DE2010,#FFFFFF,#000000,#C5C002,#F18507,Zimbabwe,ZW,ZWE,Africa,"Oh lift high the banner, the flag of Zimbabwe The symbol of freedom proclaiming victory; We praise our heroes' sacrifice, And vow to keep our land from foes; And may the Almighty protect and bless our land. Oh lovely Zimbabwe, so wondrously adorned With mountains, and rivers cascading, flowing free; May rain abound, and fertile fields; May we be fed, our labour blessed; And may the Almighty protect and bless our land. Oh God, we beseech Thee to bless our native land; The land of our fathers bestowed upon us all; From Zambezi to Limpopo May leaders be exemplary; And may the Almighty protect and bless our land.",zimbabwe,present
